age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country
56,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States
48,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Poland
21,Private,11,Never-married,Other-service,Own-child,White,Female,36,United-States
52,Private,7,Widowed,Craft-repair,Not-in-family,White,Male,40,United-States
60,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
45,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
30,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States
31,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35,""
36,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,35,Guatemala
42,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States
28,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States
62,Private,15,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
65,"",9,Separated,"",Not-in-family,White,Female,40,United-States
45,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Canada
47,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,United-States
43,Private,12,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
24,Private,10,Never-married,Other-service,Not-in-family,White,Male,35,United-States
44,Private,9,Separated,Other-service,Unmarried,White,Female,39,United-States
25,Private,9,Never-married,Exec-managerial,Own-child,White,Male,25,United-States
21,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States
29,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,United-States
21,Private,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States
41,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,El-Salvador
64,"",13,Married-civ-spouse,"",Wife,Black,Female,8,United-States
55,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,99,United-States
42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
63,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States
21,Private,10,Never-married,Sales,Own-child,White,Male,24,United-States
28,Private,11,Never-married,Sales,Unmarried,White,Female,55,""
45,Private,9,Married-civ-spouse,Sales,Wife,White,Female,35,United-States
21,Private,9,Never-married,Other-service,Own-child,White,Female,40,United-States
34,Private,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,China
53,Private,8,Never-married,Other-service,Not-in-family,Other,Female,35,United-States
45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
47,Private,9,Divorced,Priv-house-serv,Not-in-family,White,Female,4,United-States
41,Private,7,Divorced,Exec-managerial,Unmarried,White,Female,36,United-States
35,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,United-States
43,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
53,Local-gov,2,Married-civ-spouse,Other-service,Husband,White,Male,32,Mexico
34,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States
46,Federal-gov,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
59,Private,12,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States
53,Private,13,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,50,United-States
33,Private,4,Separated,Handlers-cleaners,Not-in-family,Black,Male,35,Haiti
45,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States
48,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
42,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
55,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,72,United-States
46,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States
17,Private,7,Never-married,Sales,Own-child,White,Female,16,United-States
23,Private,10,Never-married,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,35,United-States
21,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States
53,Federal-gov,9,Divorced,Craft-repair,Not-in-family,Black,Male,40,United-States
61,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States
58,State-gov,9,Divorced,Other-service,Own-child,Black,Male,40,United-States
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
45,Local-gov,10,Divorced,Adm-clerical,Unmarried,Black,Female,38,United-States
39,Private,13,Married-civ-spouse,Craft-repair,Wife,White,Female,30,United-States
39,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States
48,Self-emp-inc,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States
41,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,38,United-States
30,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
50,Private,12,Divorced,Craft-repair,Not-in-family,Black,Male,45,United-States
51,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States
23,Private,10,Separated,Sales,Unmarried,White,Female,40,United-States
41,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States
47,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,70,United-States
51,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
60,Self-emp-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
51,Private,13,Divorced,Tech-support,Unmarried,White,Female,40,United-States
20,Local-gov,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States
29,Local-gov,9,Never-married,Transport-moving,Own-child,White,Female,37,United-States
42,State-gov,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,48,United-States
32,Private,9,Divorced,Other-service,Not-in-family,Black,Female,16,United-States
19,Private,8,Never-married,Sales,Other-relative,White,Male,40,United-States
34,Private,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,45,United-States
48,Private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,48,United-States
38,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Italy
38,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States
40,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
39,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States
38,Private,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,""
26,Private,13,Never-married,Sales,Not-in-family,White,Female,40,United-States
23,State-gov,10,Never-married,Prof-specialty,Own-child,White,Male,10,United-States
20,Private,3,Never-married,Handlers-cleaners,Other-relative,White,Male,40,Guatemala
49,Private,13,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,40,Philippines
23,Private,9,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States
47,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Canada
43,Private,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States
56,Private,10,Divorced,Other-service,Not-in-family,White,Male,30,United-States
60,Self-emp-not-inc,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States
29,Private,9,Divorced,Sales,Own-child,White,Male,40,United-States
25,Private,13,Never-married,Exec-managerial,Not-in-family,Black,Female,38,United-States
39,Private,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States
37,Private,11,Never-married,Adm-clerical,Not-in-family,Other,Female,35,United-States
38,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States
47,Private,9,Divorced,Tech-support,Not-in-family,White,Female,36,United-States
50,Self-emp-not-inc,15,Divorced,Sales,Not-in-family,White,Male,50,United-States
64,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States
35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
25,"",7,Never-married,"",Unmarried,White,Female,40,United-States
42,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States
51,Private,13,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States
21,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States
53,Self-emp-not-inc,14,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States
29,Private,11,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States
34,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,""
37,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
20,Private,8,Never-married,Adm-clerical,Own-child,White,Female,40,United-States
18,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States
57,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
47,"",11,Married-civ-spouse,"",Husband,White,Male,40,United-States
27,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
23,Self-emp-inc,11,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States
36,Self-emp-inc,13,Divorced,Sales,Not-in-family,White,Male,60,United-States
48,Private,9,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States
40,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,43,United-States
51,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,16,United-States
59,Private,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
32,Private,10,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Female,40,Greece
39,Private,10,Divorced,Other-service,Not-in-family,White,Male,40,United-States
32,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States
38,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
44,State-gov,13,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States
51,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
54,Private,9,Never-married,Other-service,Other-relative,White,Female,20,Hungary
22,Private,10,Never-married,Sales,Not-in-family,White,Female,30,United-States
19,Private,9,Never-married,Farming-fishing,Own-child,White,Female,40,United-States
31,Federal-gov,12,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States
53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
19,Private,9,Never-married,Protective-serv,Not-in-family,White,Male,32,United-States
40,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States
21,Private,10,Never-married,Adm-clerical,Own-child,White,Male,10,United-States
39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Italy
40,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States
36,Private,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Cambodia
18,Private,5,Never-married,Sales,Own-child,White,Female,42,United-States
32,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,55,Mexico
50,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
18,Private,7,Never-married,Sales,Own-child,White,Male,15,United-States
19,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,43,United-States
53,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States
49,Private,9,Divorced,Other-service,Unmarried,Black,Female,32,United-States
40,Private,13,Married-spouse-absent,Transport-moving,Own-child,Other,Male,45,""
31,Private,10,Never-married,Exec-managerial,Own-child,White,Male,40,United-States
47,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,United-States
35,Local-gov,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
47,Local-gov,10,Never-married,Other-service,Own-child,White,Female,20,United-States
43,Self-emp-not-inc,14,Divorced,Prof-specialty,Not-in-family,White,Female,20,United-States
51,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,21,United-States
54,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
76,Local-gov,5,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States
33,Private,4,Never-married,Sales,Not-in-family,White,Male,43,Mexico
19,Private,8,Never-married,Transport-moving,Own-child,White,Male,15,United-States
49,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
26,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
23,Private,10,Never-married,Other-service,Own-child,White,Female,15,United-States
49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
24,Private,10,Never-married,Sales,Not-in-family,White,Male,65,United-States
48,Private,9,Never-married,Sales,Own-child,White,Male,40,United-States
36,State-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States
33,Private,8,Separated,Adm-clerical,Unmarried,White,Female,40,United-States
31,Private,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,48,Philippines
53,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States
22,Private,13,Never-married,Adm-clerical,Own-child,White,Female,10,United-States
43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
31,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Italy
53,State-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States
36,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
47,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
52,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Germany
39,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States
24,Private,13,Never-married,Sales,Own-child,White,Male,40,United-States
17,Local-gov,6,Never-married,Protective-serv,Own-child,White,Female,40,United-States
53,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States
21,Private,10,Never-married,Sales,Own-child,White,Male,40,United-States
29,Private,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,64,Philippines
34,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
28,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
61,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
20,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,United-States
47,State-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
40,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
26,Local-gov,10,Never-married,Other-service,Own-child,Black,Female,10,Jamaica
53,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
26,Private,13,Never-married,Sales,Not-in-family,White,Male,50,United-States
39,Private,15,Married-civ-spouse,Sales,Husband,White,Male,99,United-States
17,Local-gov,7,Never-married,Prof-specialty,Own-child,Black,Male,15,United-States
46,Private,16,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
34,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
45,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,Male,45,France
23,Private,9,Never-married,Adm-clerical,Own-child,White,Female,16,United-States
41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
26,Private,13,Never-married,Sales,Not-in-family,White,Female,40,United-States
28,Self-emp-not-inc,13,Never-married,Prof-specialty,Not-in-family,White,Female,4,United-States
18,Self-emp-inc,7,Never-married,Sales,Own-child,White,Male,15,United-States
38,Private,9,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
66,"",11,Widowed,"",Not-in-family,White,Female,30,United-States
28,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
49,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
29,Private,13,Never-married,Sales,Not-in-family,White,Male,40,United-States
43,Local-gov,14,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,50,United-States
34,State-gov,14,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States
30,Private,11,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
25,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
27,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
25,Private,9,Never-married,Sales,Own-child,Black,Male,40,United-States
22,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States
26,Private,9,Never-married,Adm-clerical,Own-child,White,Male,40,""
49,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States
44,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
37,Self-emp-not-inc,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States
39,Private,13,Never-married,Exec-managerial,Other-relative,Black,Male,45,United-States
33,Private,9,Divorced,Transport-moving,Unmarried,White,Female,40,United-States
41,Self-emp-not-inc,14,Married-civ-spouse,Sales,Wife,White,Female,35,United-States
65,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
40,Private,13,Never-married,Sales,Not-in-family,White,Male,53,United-States
26,"",13,Married-civ-spouse,"",Wife,White,Female,20,United-States
31,Private,10,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States
28,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States
71,Private,9,Married-civ-spouse,Sales,Husband,White,Male,52,United-States
25,Local-gov,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
25,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States
19,"",10,Married-civ-spouse,"",Wife,White,Female,30,United-States
36,Self-emp-not-inc,15,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States
56,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
34,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
39,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
31,Private,15,Divorced,Prof-specialty,Not-in-family,White,Female,45,United-States
22,Private,9,Never-married,Adm-clerical,Own-child,White,Female,20,United-States
44,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,38,United-States
60,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
65,Private,7,Divorced,Machine-op-inspct,Other-relative,White,Male,40,United-States
44,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,England
53,Local-gov,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States
28,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
41,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,45,United-States
40,Self-emp-inc,9,Divorced,Adm-clerical,Unmarried,White,Female,15,""
35,Private,7,Married-civ-spouse,Sales,Wife,White,Female,40,United-States
41,Self-emp-inc,5,Married-civ-spouse,Sales,Wife,White,Female,70,Dominican-Republic
28,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,Canada
53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico
26,Private,10,Never-married,Other-service,Own-child,White,Female,45,United-States
28,Local-gov,9,Never-married,Transport-moving,Own-child,Black,Female,40,United-States
27,Private,10,Divorced,Craft-repair,Unmarried,White,Female,40,United-States
27,Private,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,8,United-States
26,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
53,Private,9,Widowed,Sales,Not-in-family,White,Female,35,United-States
34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Germany
50,Self-emp-inc,14,Never-married,Prof-specialty,Not-in-family,Black,Male,50,Trinadad&Tobago
30,Private,9,Divorced,Adm-clerical,Unmarried,Black,Female,62,United-States
47,Private,9,Separated,Craft-repair,Unmarried,Black,Male,40,United-States
27,"",9,Never-married,"",Not-in-family,White,Male,40,United-States
55,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
21,Private,10,Never-married,Other-service,Own-child,White,Female,29,""
35,Private,10,Never-married,Transport-moving,Own-child,White,Male,40,United-States
31,Self-emp-not-inc,8,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,50,""
39,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States
30,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
39,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States
19,Private,10,Never-married,Sales,Own-child,White,Female,20,United-States
25,"",9,Married-spouse-absent,"",Not-in-family,White,Male,40,United-States
57,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,60,United-States
21,Private,10,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,20,South
30,"",4,Widowed,"",Not-in-family,White,Female,44,United-States
25,Self-emp-not-inc,10,Never-married,Other-service,Not-in-family,White,Female,22,United-States
32,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States
26,Private,9,Separated,Craft-repair,Unmarried,Black,Female,40,United-States
42,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
39,Self-emp-not-inc,10,Divorced,Sales,Unmarried,White,Male,47,United-States
48,Private,13,Divorced,Priv-house-serv,Not-in-family,White,Female,44,Germany
24,Private,10,Never-married,Other-service,Unmarried,Black,Female,35,United-States
46,Private,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States
53,Private,10,Married-civ-spouse,Sales,Husband,White,Male,25,United-States
36,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,70,United-States
34,Private,9,Divorced,Craft-repair,Unmarried,White,Male,45,United-States
25,Private,9,Never-married,Transport-moving,Own-child,White,Male,70,United-States
33,Private,10,Never-married,Adm-clerical,Own-child,White,Female,30,United-States
45,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
31,Federal-gov,12,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States
21,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,20,United-States
33,Private,5,Divorced,Craft-repair,Unmarried,White,Male,55,United-States
44,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
34,Private,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,Puerto-Rico
30,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,10,United-States
32,Local-gov,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States
46,"",9,Divorced,"",Not-in-family,Black,Female,40,United-States
29,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
20,Private,10,Never-married,Other-service,Own-child,White,Male,20,United-States
35,State-gov,9,Divorced,Protective-serv,Unmarried,White,Female,40,United-States
35,Private,9,Separated,Prof-specialty,Other-relative,Black,Female,40,United-States
29,Private,9,Never-married,Other-service,Not-in-family,White,Female,38,United-States
21,Private,9,Never-married,Machine-op-inspct,Other-relative,White,Male,40,United-States
43,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Philippines
33,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
61,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
42,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States
33,Private,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
35,State-gov,10,Never-married,Prof-specialty,Own-child,Black,Female,40,United-States
32,"",9,Married-civ-spouse,"",Husband,White,Male,24,United-States
22,Private,10,Never-married,Sales,Own-child,White,Female,20,United-States
61,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States
28,Private,11,Never-married,Other-service,Not-in-family,White,Female,35,United-States
24,Private,9,Never-married,Other-service,Own-child,Black,Male,40,United-States
58,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,35,United-States
42,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States
56,Private,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
26,"",10,Never-married,"",Own-child,White,Female,40,United-States
25,Private,9,Separated,Handlers-cleaners,Unmarried,Black,Female,40,United-States
59,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
65,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,10,United-States
57,Private,14,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States
36,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States
42,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
18,"",8,Never-married,"",Other-relative,Black,Male,20,United-States
18,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
28,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
20,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States
19,Private,10,Never-married,Tech-support,Own-child,White,Male,30,United-States
28,Private,13,Divorced,Other-service,Unmarried,White,Female,48,England
37,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
23,Private,10,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States
60,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,47,United-States
17,Local-gov,8,Never-married,Adm-clerical,Own-child,White,Female,12,United-States
37,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States
29,State-gov,11,Divorced,Adm-clerical,Own-child,White,Male,40,United-States
34,Private,9,Separated,Transport-moving,Not-in-family,Black,Male,20,United-States
36,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,""
37,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,15,United-States
47,State-gov,13,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
22,Private,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States
61,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
57,Private,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,Mexico
33,Federal-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
54,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
40,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States
40,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
40,Local-gov,9,Never-married,Protective-serv,Not-in-family,White,Male,42,United-States
35,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
32,Private,7,Never-married,Transport-moving,Own-child,White,Male,40,United-States
49,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
31,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
58,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Philippines
26,Self-emp-inc,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States
35,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States
25,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,40,India
43,Private,8,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States
32,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,35,United-States
45,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States
48,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States
31,Private,3,Never-married,Other-service,Own-child,White,Male,40,Mexico
20,"",10,Never-married,"",Own-child,White,Female,25,United-States
28,Private,9,Never-married,Tech-support,Not-in-family,White,Male,40,United-States
50,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,Female,60,United-States
22,Private,9,Never-married,Adm-clerical,Other-relative,Black,Male,40,United-States
